2024-04-04 15:10:45: == 同步开始由 User Command
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/journals_2024_02_18.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/journals_2024_02_18.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/journals_2024_02_19.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/journals_2024_02_19.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/journals_2024_03_01.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/journals_2024_03_01.md
2024-04-04 15:10:46: 新建复制 'C:/Users/Administrator/Documents/Logseq/assets/7d2d3b2e8b95bb2d5ec3bb248eadaea7.png' -> 'http://192.168.31.204:5244/dav/Ali/Logseq/assets/7d2d3b2e8b95bb2d5ec3bb248eadaea7.png' (2,715)
- 错误: Cannot rename temp file to destination file: Server says: Internal Server Error (status code 500); And cannot delete: Not Found by server
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/pages_心理学.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/pages_心理学.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/pages_物理%3A%3A力学.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/pages_物理%3A%3A力学.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/pages_物理.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/pages_物理.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/pages_物理___力学.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/pages_物理___力学.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/pages_物理___必刷题.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/pages_物理___必刷题.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/pages_物理___必刷题___K9.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/pages_物理___必刷题___K9.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/.recycle/pages_物理___运动学.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/.recycle/pages_物理___运动学.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2023_12_02/2023-12-03T13_10_49.328Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2023_12_02/2023-12-03T13_10_49.328Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2023_12_29/2023-12-30T16_18_57.955Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2023_12_29/2023-12-30T16_18_57.955Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_01_07/2024-01-16T05_10_38.891Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_01_07/2024-01-16T05_10_38.891Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_15/2024-02-15T14_24_43.062Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_15/2024-02-15T14_24_43.062Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_16/2024-02-18T00_34_21.617Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_16/2024-02-18T00_34_21.617Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_16/2024-02-20T00_42_16.182Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_16/2024-02-20T00_42_16.182Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_18/2024-02-19T02_15_58.191Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_18/2024-02-19T02_15_58.191Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_18/2024-02-19T10_28_51.995Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_18/2024-02-19T10_28_51.995Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_18/2024-02-20T00_42_16.186Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_18/2024-02-20T00_42_16.186Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_19/2024-02-19T03_54_10.825Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_19/2024-02-19T03_54_10.825Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_19/2024-02-19T03_54_20.861Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_19/2024-02-19T03_54_20.861Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_19/2024-02-19T10_28_51.069Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_19/2024-02-19T10_28_51.069Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_19/2024-02-20T00_42_16.187Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_19/2024-02-20T00_42_16.187Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_22/2024-02-22T04_19_50.796Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_22/2024-02-22T04_19_50.796Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_22/2024-02-23T09_05_04.019Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_22/2024-02-23T09_05_04.019Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_23/2024-02-23T09_13_28.176Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_23/2024-02-23T09_13_28.176Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_23/2024-02-29T15_20_51.000Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_23/2024-02-29T15_20_51.000Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/journals/2024_02_29/2024-02-29T16_02_52.980Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/journals/2024_02_29/2024-02-29T16_02_52.980Z.Desktop.md
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/logseq/config/2024-02-29T16_04_14.791Z.Desktop.edn 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/logseq/config/2024-02-29T16_04_14.791Z.Desktop.edn
2024-04-04 15:10:46: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/logseq/config/2024-02-29T16_05_11.678Z.Desktop.edn 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/logseq/config/2024-02-29T16_05_11.678Z.Desktop.edn
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/logseq/config/2024-02-29T16_05_22.768Z.Desktop.edn 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/logseq/config/2024-02-29T16_05_22.768Z.Desktop.edn
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/logseq/config/2024-03-10T13_55_00.043Z.Desktop.edn 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/logseq/config/2024-03-10T13_55_00.043Z.Desktop.edn
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/logseq/config/2024-03-31T09_00_36.563Z.Desktop.edn 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/logseq/config/2024-03-31T09_00_36.563Z.Desktop.edn
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/logseq/config/2024-03-31T09_13_51.384Z.Desktop.edn 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/logseq/config/2024-03-31T09_13_51.384Z.Desktop.edn
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/pages/vlog/2024-02-18T00_34_21.618Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/pages/vlog/2024-02-18T00_34_21.618Z.Desktop.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/pages/学习看板/2024-02-15T06_24_36.529Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/pages/学习看板/2024-02-15T06_24_36.529Z.Desktop.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/pages/学习看板/2024-02-15T14_24_44.113Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/pages/学习看板/2024-02-15T14_24_44.113Z.Desktop.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/pages/学习看板/2024-02-18T00_34_21.620Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/pages/学习看板/2024-02-18T00_34_21.620Z.Desktop.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/pages/学习看板/2024-02-19T02_15_58.192Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/pages/学习看板/2024-02-19T02_15_58.192Z.Desktop.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/bak/pages/物理___力学/2024-02-18T00_34_21.621Z.Desktop.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/bak/pages/物理___力学/2024-02-18T00_34_21.621Z.Desktop.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/config.edn 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/config.edn
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/logseq/custom.css 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/logseq/custom.css
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/11 月随笔 实践与努力.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/11 月随笔 实践与努力.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/2023.10.29 随笔诗.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/2023.10.29 随笔诗.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/contents.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/contents.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/Kanban.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/Kanban.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/Linux.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/Linux.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/Template Collection.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/Template Collection.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/TOCR.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/TOCR.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/TODO.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/TODO.md
2024-04-04 15:10:47: 复制 C:/Users/Administrator/Documents/Logseq/pages/vlog.md 的文件修改时间到 http://192.168.31.204:5244/dav/Ali/Logseq/pages/vlog.md
